target,tf,weight,iteration
TNFSF14,STAT6,0.0,5
MDC1,STAT6,0.0,5
PFN1,STAT6,0.0,5
CDKN2C,STAT6,0.0,5
RGCC,STAT6,0.0,5
TNFSF13B,STAT6,0.0,5
HSPA8,STAT6,0.0,5
HSPA1A,STAT6,0.0,5
CITED2,STAT6,0.0,5
CD55,STAT6,0.0,5
ANGPT1,STAT6,0.0,5
MYH10,STAT6,0.0,5
HCFC1,STAT6,0.0,5
AURKA,STAT6,0.0,5
LGALS3BP,STAT6,0.0,5
TBK1,STAT6,0.0,5
FHL2,STAT6,0.0,5
MTF2,STAT6,0.0,5
ID2,STAT6,0.0,5
SLC39A4,STAT6,0.0,5
IL23A,STAT6,0.0,5
REL,STAT6,0.0,5
LCN2,STAT6,0.0,5
SLC22A17,STAT6,0.0,5
CXCL10,STAT6,0.0,5
CD200,STAT6,0.0,5
LPIN1,STAT6,0.0,5
CD6,STAT6,0.0,5
SOD2,STAT6,0.0,5
GFI1,STAT6,0.05539625,5
VCAM1,STAT6,0.056604452,5
S100A8,STAT6,0.0,5
DHX9,STAT6,0.0,5
SOCS2,STAT6,0.0,5
FANCF,STAT6,0.0,5
NFATC1,STAT6,0.054478314,5
PDGFD,STAT6,0.0,5
FAIM,STAT6,0.0,5
BBC3,STAT6,0.0,5
AATF,STAT6,0.0,5
NUCB2,STAT6,0.0,5
FLT3LG,STAT6,0.0,5
MLC1,STAT6,0.0,5
BIRC2,STAT6,0.0,5
FSCN1,STAT6,0.0,5
IFIT3,STAT6,0.0,5
IRS1,STAT6,0.0,5
NR3C1,STAT6,0.0,5
ALOX12,STAT6,0.05376687,5
EDN1,STAT6,0.0,5
RSAD2,STAT6,0.0,5
SNW1,STAT6,0.0,5
NFE2,STAT6,0.0,5
DUSP1,STAT6,0.05432526,5
LTB4R,STAT6,0.0,5
SKP2,STAT6,0.0,5
AKAP12,STAT6,0.0,5
TRIM22,STAT6,0.0,5
RHOH,STAT6,0.0,5
MYL9,STAT6,0.0,5
GNLY,STAT6,0.0,5
RBPJ,STAT6,0.0,5
DLD,STAT6,0.0,5
TOE1,STAT6,0.0,5
UBE2G1,STAT6,0.0,5
IFI30,STAT6,0.0,5
KIT,STAT6,0.0,5
APOBEC3G,STAT6,0.0,5
PF4,STAT6,0.0,5
SLC9A3R1,STAT6,0.0,5
SPG7,STAT6,0.0,5
PRKCQ,STAT6,0.054595113,5
SNCA,STAT6,0.0,5
BATF,STAT6,0.055623278,5
MAD1L1,STAT6,0.0,5
IL24,STAT6,0.05563169,5
TFRC,STAT6,0.0,5
CXCR4,STAT6,0.0,5
CTLA4,STAT6,0.0,5
QPCT,STAT6,0.0,5
IFITM3,STAT6,0.0,5
CD207,STAT6,0.0,5
TICAM1,STAT6,0.0,5
CAV1,STAT6,0.0,5
KPNA2,STAT6,0.0,5
FOXO1,STAT6,0.0,5
ICOS,STAT6,0.054302108,5
PMAIP1,STAT6,0.0,5
GADD45A,STAT6,0.0,5
C1QB,STAT6,0.0,5
GATA1,STAT6,0.0,5
MCF2L2,STAT6,0.0,5
HES1,STAT6,0.0,5
NFATC2,STAT6,0.0,5
IFNAR1,STAT6,0.0,5
PRKCH,STAT6,0.0,5
SMARCA2,STAT6,0.0,5
FKBP4,STAT6,0.0,5
DLK2,STAT6,0.0,5
CCL20,STAT6,0.0,5
RARA,STAT6,0.0,5
NT5E,STAT6,0.0,5
IDO1,STAT6,0.0,5
GLS,STAT6,0.0,5
IKZF1,STAT6,0.0,5
ASXL1,STAT6,0.0,5
KRT1,STAT6,0.0,5
RASD1,STAT6,0.0,5
TNFAIP6,STAT6,0.0,5
S100A4,STAT6,0.0,5
EHMT2,STAT6,0.0,5
MKI67,STAT6,0.0,5
S100A9,STAT6,0.0,5
CXCL2,STAT6,0.0,5
PDCD1,STAT6,0.0,5
MYL4,STAT6,0.0,5
SELL,STAT6,0.0,5
CXCR6,STAT6,0.0,5
SFMBT1,STAT6,0.0,5
CDK8,STAT6,0.0,5
SOD1,STAT6,0.0,5
MCAT,STAT6,0.0,5
PTTG1,STAT6,0.0,5
EZH2,STAT6,0.0,5
DAPK1,STAT6,0.0,5
ORMDL3,STAT6,0.056884922,5
NME1,STAT6,0.0,5
REST,STAT6,0.0,5
GADD45G,STAT6,0.0,5
OPTN,STAT6,0.0,5
RECK,STAT6,0.0,5
IRF9,STAT6,0.0,5
GADD45B,STAT6,0.0,5
EOMES,STAT6,0.0,5
TERF1,STAT6,0.0,5
MIF,STAT6,0.0,5
DPF3,STAT6,0.0,5
FTO,STAT6,0.0,5
S100A11,STAT6,0.0,5
LEF1,STAT6,0.0,5
CLU,STAT6,0.0,5
LAT2,STAT6,0.0,5
ZBTB20,STAT6,0.0,5
ARID5A,STAT6,0.0,5
BCL2L11,STAT6,0.0,5
PRKCE,STAT6,0.0,5
KLRK1,STAT6,0.0,5
HSD17B8,STAT6,0.0,5
PARK7,STAT6,0.0,5
GBP1,STAT6,0.0,5
FASTK,STAT6,0.0,5
CYBB,STAT6,0.0,5
IL4R,STAT6,0.05830522,5
MGMT,STAT6,0.0,5
MPG,STAT6,0.0,5
POLB,STAT6,0.0,5
PLAU,STAT6,0.0,5
SLC2A1,STAT6,0.0,5
LTA,STAT6,0.0,5
RANBP2,STAT6,0.0,5
BLMH,STAT6,0.0,5
GMPS,STAT6,0.0,5
ATF4,STAT6,0.0,5
ERAP2,STAT6,0.0,5
POLH,STAT6,0.0,5
PURA,STAT6,0.0,5
MS4A1,STAT6,0.0,5
SP100,STAT6,0.0,5
CD14,STAT6,0.0,5
THBD,STAT6,0.0,5
GP1BA,STAT6,0.0,5
ITGB2,STAT6,0.0,5
MAD2L1,STAT6,0.0,5
PIK3CD,STAT6,0.0,5
ITGA6,STAT6,0.0,5
APP,STAT6,0.0,5
CCR1,STAT6,0.0,5
CD22,STAT6,0.0,5
CD40LG,STAT6,0.0,5
CTSL,STAT6,0.0,5
HMOX1,STAT6,0.0,5
RCAN1,STAT6,0.0,5
CSRP1,STAT6,0.0,5
DDIT3,STAT6,0.0,5
F2R,STAT6,0.0,5
HSPB1,STAT6,0.0,5
S1PR1,STAT6,0.0,5
CYSLTR1,STAT6,0.05602536,5
SIDT1,STAT6,0.056392632,5
EIF5B,STAT6,0.0,5
IDE,STAT6,0.0,5
IL6ST,STAT6,0.0,5
MBD1,STAT6,0.0,5
PTGER4,STAT6,0.0,5
RNF149,STAT6,0.0,5
XBP1,STAT6,0.0,5
FOXJ1,STAT6,0.0,5
CHORDC1,STAT6,0.0,5
GLUL,STAT6,0.0,5
GRK5,STAT6,0.0,5
RGS16,STAT6,0.0,5
SSR3,STAT6,0.0,5
TXNRD3,STAT6,0.0,5
IFI6,STAT6,0.0,5
IFITM1,STAT6,0.0,5
ISG20,STAT6,0.0,5
GBP5,STAT6,0.0,5
ADAM10,STAT6,0.0,5
PIM2,STAT6,0.0,5
DNMT3A,STAT6,0.0,5
HBA2,STAT6,0.0,5
HSPA1B,STAT6,0.0,5
CASP3,STAT6,0.0,5
FBXO32,STAT6,0.0,5
ANKRD26,STAT6,0.0,5
FST,STAT6,0.0,5
PJA1,STAT6,0.0,5
TGFB2,STAT6,0.0,5
CCL7,STAT6,0.056385268,5
CCL13,STAT6,0.056368876,5
CCL8,STAT6,0.054989483,5
CASP9,STAT6,0.0,5
C1R,STAT6,0.0,5
CXCL1,STAT6,0.0,5
PTPN22,STAT6,0.0,5
AQP3,STAT6,0.0,5
RBM38,STAT6,0.0,5
INPP5K,STAT6,0.0,5
CD160,STAT6,0.0,5
CASP2,STAT6,0.0,5
NCL,STAT6,0.0,5
CH25H,STAT6,0.0,5
RALGDS,STAT6,0.0,5
CST3,STAT6,0.0,5
RORC,STAT6,0.0,5
CD9,STAT6,0.0,5
ENO2,STAT6,0.0,5
GABPA,STAT6,0.0,5
EED,STAT6,0.0,5
FASN,STAT6,0.0,5
IL12RB2,STAT6,0.0,5
AKR1C1,STAT6,0.0,5
IRS2,STAT6,0.054915566,5
CCR4,STAT6,0.054211028,5
F3,STAT6,0.0,5
GATA6,STAT6,0.0,5
TULP3,STAT6,0.0,5
C16orf54,STAT6,0.0,5
IGLL5,STAT6,0.0,5
IKZF3,STAT6,0.0,5
CLDN5,STAT6,0.0,5
TNFRSF18,STAT6,0.0,5
CD2,STAT6,0.0,5
MICB,STAT6,0.0,5
EGR1,STAT6,0.0,5
STK35,STAT6,0.0,5
WWTR1,STAT6,0.0,5
IGFBP2,STAT6,0.0,5
POLR2H,STAT6,0.0,5
ANK1,STAT6,0.0,5
GPR146,STAT6,0.0,5
AIM2,STAT6,0.0,5
ATG4C,STAT6,0.0,5
CREM,STAT6,0.0,5
DCLRE1C,STAT6,0.0,5
DDX50,STAT6,0.0,5
DIMT1,STAT6,0.0,5
GSTK1,STAT6,0.0,5
INO80,STAT6,0.0,5
KIF2A,STAT6,0.0,5
MAN1A1,STAT6,0.0,5
MED16,STAT6,0.0,5
MTMR9,STAT6,0.0,5
PPIP5K2,STAT6,0.0,5
PWP2,STAT6,0.0,5
SEMA4B,STAT6,0.0,5
SNRNP27,STAT6,0.0,5
UBR1,STAT6,0.0,5
ZC3HAV1,STAT6,0.0,5
ZNF181,STAT6,0.0,5
ZNF230,STAT6,0.0,5
ZNF302,STAT6,0.0,5
ZNF655,STAT6,0.0,5
PRR5L,STAT6,0.0,5
IL2,APEX1,0.0,5
IRF1,APEX1,0.0,5
CCND1,APEX1,0.0,5
PRF1,APEX1,0.0,5
IFNG,APEX1,0.0,5
KRAS,APEX1,0.0,5
FOS,APEX1,0.0,5
SMC3,APEX1,0.0,5
IRF8,APEX1,0.0,5
IRF2,APEX1,0.0,5
BCL2,APEX1,0.0,5
IFNB1,APEX1,0.0,5
CCL4,APEX1,0.0,5
SOCS3,APEX1,0.060415074,5
CD40,APEX1,0.0,5
TNF,APEX1,0.058214933,5
IL18,APEX1,0.0,5
OSM,APEX1,0.0,5
HSPA4,APEX1,0.0,5
APEX1,APEX1,0.05869655,5
HSP90AB1,APEX1,0.0,5
IL1B,APEX1,0.0,5
BLK,APEX1,0.057526913,5
STAT5A,APEX1,0.0,5
IL7R,APEX1,0.0,5
JUNB,APEX1,0.0,5
SLPI,APEX1,0.0,5
CDKN1C,APEX1,0.0,5
CAMK4,APEX1,0.0,5
LGALS3,APEX1,0.0,5
IL6,APEX1,0.058943186,5
STAT5B,APEX1,0.0,5
MAFB,APEX1,0.0,5
STAT3,APEX1,0.0,5
CD19,APEX1,0.05840262,5
MYC,APEX1,0.0,5
FCER1G,APEX1,0.0,5
CCL5,APEX1,0.0,5
FASLG,APEX1,0.0,5
MAPK8,APEX1,0.0,5
MYB,APEX1,0.0,5
BIRC3,APEX1,0.0,5
CD86,APEX1,0.0,5
CDKN2D,APEX1,0.0,5
SOCS1,APEX1,0.0,5
MMP9,APEX1,0.0,5
CDK4,APEX1,0.0,5
CDKN2A,APEX1,0.0,5
CEBPD,APEX1,0.0,5
SH2D1A,APEX1,0.0,5
IL10,APEX1,0.0,5
CDKN1B,APEX1,0.0,5
PIK3R1,APEX1,0.0,5
ACTB,APEX1,0.070128776,5
CCND2,APEX1,0.0,5
MSR1,APEX1,0.0,5
LCK,APEX1,0.0,5
ACAT1,APEX1,0.0,5
ACP5,APEX1,0.0,5
TNFSF11,APEX1,0.0,5
SHC1,APEX1,0.0,5
PPIG,APEX1,0.0,5
NCAM1,APEX1,0.0,5
CTNND1,APEX1,0.0,5
CBL,APEX1,0.0,5
CISH,APEX1,0.0,5
LYZ,APEX1,0.0,5
JUN,APEX1,0.0,5
IFI27,APEX1,0.0,5
PTPN2,APEX1,0.0,5
SPI1,APEX1,0.0,5
HBG1,APEX1,0.0,5
ECE1,APEX1,0.0,5
IRF7,APEX1,0.0,5
CCL2,APEX1,0.060148917,5
MMP7,APEX1,0.0,5
IFIT1,APEX1,0.0,5
OSGEP,APEX1,0.0583644,5
FCER2,APEX1,0.0,5
ID3,APEX1,0.0,5
NPTX1,APEX1,0.0,5
ACACA,APEX1,0.0,5
NF1,APEX1,0.0,5
ODC1,APEX1,0.0,5
CCNB1,APEX1,0.0,5
CXCL9,APEX1,0.0,5
CTSB,APEX1,0.0,5
CCL3,APEX1,0.0,5
RETNLB,APEX1,0.0,5
HBB,APEX1,0.0,5
ISG15,APEX1,0.0,5
S100A10,APEX1,0.0,5
DPAGT1,APEX1,0.0,5
CD68,APEX1,0.0,5
DLL1,APEX1,0.0,5
EBF1,APEX1,0.0,5
PAX5,APEX1,0.0,5
NQO1,APEX1,0.05905297,5
IFIT2,APEX1,0.0,5
GATA3,APEX1,0.0,5
GAS1,APEX1,0.0,5
SLC19A2,APEX1,0.0,5
EIF2AK2,APEX1,0.0,5
DMD,APEX1,0.0,5
DNASE1,APEX1,0.0,5
PRKCA,APEX1,0.0,5
MDM2,APEX1,0.0,5
FAS,APEX1,0.0,5
CA2,APEX1,0.058628462,5
IL2RA,APEX1,0.0,5
HDC,APEX1,0.0,5
PIM1,APEX1,0.0,5
SPP1,APEX1,0.0,5
CCND3,APEX1,0.0,5
TRH,APEX1,0.0,5
LAT,APEX1,0.0,5
CASP8,APEX1,0.0,5
ERAP1,APEX1,0.0,5
PLAUR,APEX1,0.0,5
CD8A,APEX1,0.0,5
TIMP1,APEX1,0.0,5
HHEX,APEX1,0.058417805,5
CSF2,APEX1,0.0,5
ABCC2,APEX1,0.0,5
IL1RN,APEX1,0.0,5
ABCB1,APEX1,0.05852948,5
SREBF1,APEX1,0.0,5
TNFSF10,APEX1,0.0,5
PIAS1,APEX1,0.0,5
IL12RB1,APEX1,0.0,5
CD79A,APEX1,0.0,5
MAP2K5,APEX1,0.0,5
TP53,APEX1,0.0,5
ITGA2B,APEX1,0.0,5
IGFBP3,APEX1,0.0,5
CSF1,APEX1,0.0,5
HSPA5,APEX1,0.0,5
HPS4,APEX1,0.0,5
FSD1,APEX1,0.0,5
HIF1A,APEX1,0.0,5
GSC,APEX1,0.0,5
IGBP1,APEX1,0.0,5
LITAF,APEX1,0.0,5
NEU1,APEX1,0.0,5
IL2RB,APEX1,0.0,5
RRAD,APEX1,0.0,5
PNP,APEX1,0.0,5
STAT4,APEX1,0.0,5
TBX21,APEX1,0.0,5
NCOA3,APEX1,0.0,5
ADA,APEX1,0.0,5
IER3,APEX1,0.0,5
APOE,APEX1,0.0,5
IL19,APEX1,0.0,5
CD3E,APEX1,0.0,5
CD69,APEX1,0.0,5
FGL2,APEX1,0.0,5
STMN1,APEX1,0.0,5
PROS1,APEX1,0.0,5
ACTA2,APEX1,0.0,5
ACO1,APEX1,0.0,5
IL18R1,APEX1,0.0,5
LEFTY1,APEX1,0.0,5
RUNX3,APEX1,0.0,5
GATA2,APEX1,0.0,5
CNR1,APEX1,0.0,5
CCL19,APEX1,0.0,5
FOXP3,APEX1,0.0,5
CXCL11,APEX1,0.0,5
LIG3,APEX1,0.05911512,5
POLD1,APEX1,0.058209036,5
IRF3,APEX1,0.0,5
HSD17B1,APEX1,0.0,5
GZMB,APEX1,0.0,5
CCL23,APEX1,0.0,5
CD74,APEX1,0.0,5
CDK6,APEX1,0.0,5
ANXA1,APEX1,0.0,5
TLR7,APEX1,0.0,5
IL27,APEX1,0.0,5
HES6,APEX1,0.0,5
PLEK,APEX1,0.0,5
CHRNA1,APEX1,0.0,5
CD46,APEX1,0.0,5
POLR2K,APEX1,0.0,5
CD38,APEX1,0.0,5
UCP2,APEX1,0.0,5
TNFSF14,APEX1,0.0,5
MDC1,APEX1,0.0,5
PFN1,APEX1,0.0,5
CDKN2C,APEX1,0.0,5
RGCC,APEX1,0.0,5
TNFSF13B,APEX1,0.0,5
HSPA8,APEX1,0.0,5
HSPA1A,APEX1,0.0,5
CITED2,APEX1,0.0,5
CD55,APEX1,0.0,5
ANGPT1,APEX1,0.0,5
MYH10,APEX1,0.0,5
HCFC1,APEX1,0.0,5
AURKA,APEX1,0.0,5
LGALS3BP,APEX1,0.0,5
TBK1,APEX1,0.0,5
FHL2,APEX1,0.0,5
MTF2,APEX1,0.0,5
ID2,APEX1,0.0,5
SLC39A4,APEX1,0.0,5
IL23A,APEX1,0.0,5
REL,APEX1,0.0,5
LCN2,APEX1,0.0,5
SLC22A17,APEX1,0.0,5
CXCL10,APEX1,0.0,5
CD200,APEX1,0.0,5
LPIN1,APEX1,0.0,5
CD6,APEX1,0.0,5
SOD2,APEX1,0.0,5
GFI1,APEX1,0.0,5
VCAM1,APEX1,0.0,5
S100A8,APEX1,0.0,5
DHX9,APEX1,0.0,5
SOCS2,APEX1,0.0,5
FANCF,APEX1,0.0,5
NFATC1,APEX1,0.0,5
PDGFD,APEX1,0.0,5
FAIM,APEX1,0.0,5
BBC3,APEX1,0.0,5
AATF,APEX1,0.0,5
NUCB2,APEX1,0.0,5
FLT3LG,APEX1,0.0,5
MLC1,APEX1,0.0,5
BIRC2,APEX1,0.0,5
FSCN1,APEX1,0.0,5
IFIT3,APEX1,0.0,5
IRS1,APEX1,0.0,5
NR3C1,APEX1,0.0,5
ALOX12,APEX1,0.0,5
EDN1,APEX1,0.0,5
RSAD2,APEX1,0.0,5
SNW1,APEX1,0.0,5
NFE2,APEX1,0.0,5
DUSP1,APEX1,0.0,5
LTB4R,APEX1,0.0,5
SKP2,APEX1,0.0,5
AKAP12,APEX1,0.0,5
TRIM22,APEX1,0.0,5
RHOH,APEX1,0.0,5
MYL9,APEX1,0.0,5
GNLY,APEX1,0.0,5
RBPJ,APEX1,0.0,5
DLD,APEX1,0.0,5
TOE1,APEX1,0.0,5
UBE2G1,APEX1,0.0,5
IFI30,APEX1,0.0,5
KIT,APEX1,0.0,5
APOBEC3G,APEX1,0.0,5
PF4,APEX1,0.0,5
SLC9A3R1,APEX1,0.0,5
SPG7,APEX1,0.0,5
PRKCQ,APEX1,0.0,5
SNCA,APEX1,0.0,5
BATF,APEX1,0.0,5
MAD1L1,APEX1,0.0,5
IL24,APEX1,0.0,5
TFRC,APEX1,0.0,5
CXCR4,APEX1,0.0,5
CTLA4,APEX1,0.0,5
QPCT,APEX1,0.0,5
IFITM3,APEX1,0.0,5
CD207,APEX1,0.0,5
TICAM1,APEX1,0.0,5
CAV1,APEX1,0.0,5
KPNA2,APEX1,0.0,5
FOXO1,APEX1,0.0,5
ICOS,APEX1,0.0,5
PMAIP1,APEX1,0.0,5
GADD45A,APEX1,0.0,5
C1QB,APEX1,0.0,5
GATA1,APEX1,0.0,5
MCF2L2,APEX1,0.0,5
HES1,APEX1,0.0,5
NFATC2,APEX1,0.0,5
IFNAR1,APEX1,0.0,5
PRKCH,APEX1,0.0,5
SMARCA2,APEX1,0.0,5
FKBP4,APEX1,0.0,5
DLK2,APEX1,0.0,5
CCL20,APEX1,0.0,5
RARA,APEX1,0.0,5
NT5E,APEX1,0.0,5
IDO1,APEX1,0.0,5
GLS,APEX1,0.0,5
IKZF1,APEX1,0.0,5
ASXL1,APEX1,0.0,5
KRT1,APEX1,0.0,5
RASD1,APEX1,0.0,5
TNFAIP6,APEX1,0.0,5
S100A4,APEX1,0.0,5
EHMT2,APEX1,0.0,5
MKI67,APEX1,0.0,5
S100A9,APEX1,0.0,5
CXCL2,APEX1,0.0,5
PDCD1,APEX1,0.0,5
MYL4,APEX1,0.0,5
SELL,APEX1,0.0,5
CXCR6,APEX1,0.0,5
SFMBT1,APEX1,0.0,5
CDK8,APEX1,0.0,5
SOD1,APEX1,0.0,5
MCAT,APEX1,0.0,5
PTTG1,APEX1,0.0,5
EZH2,APEX1,0.0,5
DAPK1,APEX1,0.0,5
ORMDL3,APEX1,0.0,5
NME1,APEX1,0.0,5
REST,APEX1,0.0,5
GADD45G,APEX1,0.0,5
OPTN,APEX1,0.0,5
RECK,APEX1,0.0,5
IRF9,APEX1,0.0,5
GADD45B,APEX1,0.0,5
EOMES,APEX1,0.0,5
TERF1,APEX1,0.0,5
MIF,APEX1,0.0,5
DPF3,APEX1,0.0,5
FTO,APEX1,0.0,5
S100A11,APEX1,0.0,5
LEF1,APEX1,0.0,5
CLU,APEX1,0.0,5
LAT2,APEX1,0.0,5
ZBTB20,APEX1,0.0,5
ARID5A,APEX1,0.0,5
BCL2L11,APEX1,0.0,5
PRKCE,APEX1,0.0,5
KLRK1,APEX1,0.0,5
HSD17B8,APEX1,0.0,5
PARK7,APEX1,0.0,5
GBP1,APEX1,0.0,5
FASTK,APEX1,0.0,5
CYBB,APEX1,0.0,5
IL4R,APEX1,0.0,5
MGMT,APEX1,0.057906587,5
MPG,APEX1,0.057329286,5
POLB,APEX1,0.058555264,5
PLAU,APEX1,0.0,5
SLC2A1,APEX1,0.0,5
LTA,APEX1,0.0,5
RANBP2,APEX1,0.0,5
BLMH,APEX1,0.0,5
GMPS,APEX1,0.0,5
ATF4,APEX1,0.0,5
ERAP2,APEX1,0.0,5
POLH,APEX1,0.0,5
PURA,APEX1,0.0,5
MS4A1,APEX1,0.0,5
SP100,APEX1,0.0,5
CD14,APEX1,0.0,5
THBD,APEX1,0.0,5
GP1BA,APEX1,0.0,5
ITGB2,APEX1,0.0,5
MAD2L1,APEX1,0.0,5
PIK3CD,APEX1,0.0,5
ITGA6,APEX1,0.0,5
APP,APEX1,0.0,5
CCR1,APEX1,0.0,5
CD22,APEX1,0.0,5
CD40LG,APEX1,0.0,5
CTSL,APEX1,0.0,5
HMOX1,APEX1,0.0,5
RCAN1,APEX1,0.0,5
CSRP1,APEX1,0.0,5
DDIT3,APEX1,0.0,5
F2R,APEX1,0.0,5
HSPB1,APEX1,0.0,5
S1PR1,APEX1,0.0,5
CYSLTR1,APEX1,0.0,5
SIDT1,APEX1,0.0,5
EIF5B,APEX1,0.0,5
IDE,APEX1,0.0,5
IL6ST,APEX1,0.0,5
MBD1,APEX1,0.0,5
PTGER4,APEX1,0.0,5
RNF149,APEX1,0.0,5
XBP1,APEX1,0.0,5
FOXJ1,APEX1,0.0,5
CHORDC1,APEX1,0.0,5
GLUL,APEX1,0.0,5
GRK5,APEX1,0.0,5
RGS16,APEX1,0.0,5
SSR3,APEX1,0.0,5
TXNRD3,APEX1,0.0,5
IFI6,APEX1,0.0,5
IFITM1,APEX1,0.0,5
ISG20,APEX1,0.0,5
GBP5,APEX1,0.0,5
ADAM10,APEX1,0.0,5
PIM2,APEX1,0.0,5
DNMT3A,APEX1,0.0,5
HBA2,APEX1,0.0,5
HSPA1B,APEX1,0.0,5
CASP3,APEX1,0.0,5
FBXO32,APEX1,0.0,5
ANKRD26,APEX1,0.0,5
FST,APEX1,0.0,5
PJA1,APEX1,0.0,5
TGFB2,APEX1,0.0,5
CCL7,APEX1,0.0,5
CCL13,APEX1,0.0,5
CCL8,APEX1,0.0,5
CASP9,APEX1,0.0,5
C1R,APEX1,0.0,5
CXCL1,APEX1,0.0,5
PTPN22,APEX1,0.0,5
AQP3,APEX1,0.0,5
RBM38,APEX1,0.0,5
INPP5K,APEX1,0.0,5
CD160,APEX1,0.0,5
CASP2,APEX1,0.0,5
NCL,APEX1,0.0,5
CH25H,APEX1,0.0,5
RALGDS,APEX1,0.0,5
CST3,APEX1,0.0,5
RORC,APEX1,0.0,5
CD9,APEX1,0.0,5
ENO2,APEX1,0.0,5
GABPA,APEX1,0.0,5
EED,APEX1,0.0,5
FASN,APEX1,0.0,5
IL12RB2,APEX1,0.0,5
AKR1C1,APEX1,0.0,5
IRS2,APEX1,0.0,5
CCR4,APEX1,0.0,5
F3,APEX1,0.0,5
GATA6,APEX1,0.0,5
TULP3,APEX1,0.0,5
C16orf54,APEX1,0.0,5
IGLL5,APEX1,0.0,5
IKZF3,APEX1,0.0,5
CLDN5,APEX1,0.0,5
TNFRSF18,APEX1,0.0,5
CD2,APEX1,0.0,5
MICB,APEX1,0.0,5
EGR1,APEX1,0.0,5
STK35,APEX1,0.0,5
WWTR1,APEX1,0.0,5
IGFBP2,APEX1,0.0,5
POLR2H,APEX1,0.0,5
ANK1,APEX1,0.0,5
GPR146,APEX1,0.0,5
AIM2,APEX1,0.0,5
ATG4C,APEX1,0.0,5
CREM,APEX1,0.0,5
DCLRE1C,APEX1,0.0,5
DDX50,APEX1,0.0,5
DIMT1,APEX1,0.0,5
GSTK1,APEX1,0.0,5
INO80,APEX1,0.0,5
KIF2A,APEX1,0.0,5
MAN1A1,APEX1,0.0,5
MED16,APEX1,0.0,5
MTMR9,APEX1,0.0,5
PPIP5K2,APEX1,0.0,5
PWP2,APEX1,0.0,5
SEMA4B,APEX1,0.0,5
SNRNP27,APEX1,0.0,5
UBR1,APEX1,0.0,5
ZC3HAV1,APEX1,0.0,5
ZNF181,APEX1,0.0,5
ZNF230,APEX1,0.0,5
ZNF302,APEX1,0.0,5
ZNF655,APEX1,0.0,5
PRR5L,APEX1,0.0,5
IL2,IRF4,0.059049454,5
IRF1,IRF4,0.05805678,5
CCND1,IRF4,0.0,5
PRF1,IRF4,0.0,5
IFNG,IRF4,0.05810526,5
KRAS,IRF4,0.0,5
FOS,IRF4,0.0,5
SMC3,IRF4,0.0,5
IRF8,IRF4,0.0,5
IRF2,IRF4,0.0,5
BCL2,IRF4,0.0,5
IFNB1,IRF4,0.0584476,5
CCL4,IRF4,0.0,5
SOCS3,IRF4,0.0,5
CD40,IRF4,0.0,5
TNF,IRF4,0.060355816,5
IL18,IRF4,0.0,5
OSM,IRF4,0.0,5
HSPA4,IRF4,0.0,5
APEX1,IRF4,0.0,5
HSP90AB1,IRF4,0.0,5
IL1B,IRF4,0.06006475,5
BLK,IRF4,0.0,5
STAT5A,IRF4,0.0,5
IL7R,IRF4,0.0,5
JUNB,IRF4,0.0,5
SLPI,IRF4,0.0,5
CDKN1C,IRF4,0.0,5
CAMK4,IRF4,0.0,5
LGALS3,IRF4,0.0,5
IL6,IRF4,0.058501594,5
STAT5B,IRF4,0.0,5
MAFB,IRF4,0.0,5
STAT3,IRF4,0.0,5
CD19,IRF4,0.0,5
MYC,IRF4,0.0,5
FCER1G,IRF4,0.0,5
CCL5,IRF4,0.0,5
FASLG,IRF4,0.0,5
MAPK8,IRF4,0.0,5
MYB,IRF4,0.0,5
BIRC3,IRF4,0.0,5
CD86,IRF4,0.0,5
CDKN2D,IRF4,0.0,5
SOCS1,IRF4,0.0,5
MMP9,IRF4,0.0,5
CDK4,IRF4,0.0,5
CDKN2A,IRF4,0.0,5
CEBPD,IRF4,0.0,5
SH2D1A,IRF4,0.0,5
IL10,IRF4,0.058864024,5
CDKN1B,IRF4,0.05754299,5
PIK3R1,IRF4,0.0,5
ACTB,IRF4,0.0,5
CCND2,IRF4,0.0,5
MSR1,IRF4,0.0,5
LCK,IRF4,0.0,5
ACAT1,IRF4,0.0,5
ACP5,IRF4,0.057608455,5
TNFSF11,IRF4,0.059591707,5
SHC1,IRF4,0.0,5
PPIG,IRF4,0.0,5
NCAM1,IRF4,0.0,5
CTNND1,IRF4,0.0,5
CBL,IRF4,0.0,5
CISH,IRF4,0.0,5
LYZ,IRF4,0.0,5
JUN,IRF4,0.0,5
IFI27,IRF4,0.0,5
PTPN2,IRF4,0.0,5
SPI1,IRF4,0.058702122,5
HBG1,IRF4,0.0,5
ECE1,IRF4,0.0,5
IRF7,IRF4,0.0,5
CCL2,IRF4,0.0,5
MMP7,IRF4,0.0,5
IFIT1,IRF4,0.0,5
OSGEP,IRF4,0.0,5
FCER2,IRF4,0.058321334,5
ID3,IRF4,0.0,5
NPTX1,IRF4,0.0,5
ACACA,IRF4,0.0,5
NF1,IRF4,0.0,5
ODC1,IRF4,0.0,5
CCNB1,IRF4,0.05850112,5
CXCL9,IRF4,0.058160484,5
CTSB,IRF4,0.0,5
CCL3,IRF4,0.058817655,5
RETNLB,IRF4,0.0,5
HBB,IRF4,0.0,5
ISG15,IRF4,0.0,5
S100A10,IRF4,0.0,5
